题目,0.729072854,0.043281466,0.020026945,0.178928619,0.028690116,,-1.46365E-07,4.65559E-07,-5.46597E-08,-3.80927E-07,1.16393E-07,,3.99808E-13
题目,0.724974722,0.043073812,0.019615774,0.182305359,0.030030334,,-0.004098278,-0.000207188,-0.000411226,0.003376359,0.001340334,,3.02042E-05
许昌市,0.730622618,0.038260624,0.021459833,0.179020189,0.030636736,,0.001549618,-0.005020376,0.001432833,9.11892E-05,0.001946736,,3.34566E-05
许昌市,0.728094969,0.038157151,0.021481063,0.181741097,0.030525721,,-0.000978031,-0.005123849,0.001454063,0.002812097,0.001835721,,4.06024E-05
许昌市,0.723235752,0.037901287,0.021496252,0.185263753,0.032102956,,-0.005837248,-0.005379713,0.001469252,0.006334753,0.003412956,,0.000116951
题目,0.720666931,0.043444088,0.019195896,0.18614796,0.030545125,,-0.008406069,0.000163088,-0.000831104,0.00721896,0.001855125,,0.000126934
许昌市,0.720430108,0.037775891,0.021363894,0.188455008,0.031975099,,-0.008642892,-0.005505109,0.001336894,0.009526008,0.003285099,,0.00020833
许昌市,0.719665864,0.037519468,0.021237435,0.190712162,0.030865071,,-0.009407136,-0.005761532,0.001210435,0.011783162,0.002175071,,0.000266728
题目,0.71636375,0.044210065,0.018598933,0.19005917,0.030768082,,-0.01270925,0.000929065,-0.001428067,0.01113017,0.002078082,,0.000292627
许昌市,0.716593453,0.037409664,0.021255491,0.193991781,0.03074961,,-0.012479547,-0.005871336,0.001228491,0.015062781,0.00205961,,0.00042285
题目,0.712041082,0.045056738,0.017986591,0.193943556,0.030972032,,-0.017031918,0.001775738,-0.002040409,0.015014556,0.002282032,,0.000528047
许昌市,0.714103473,0.037420269,0.021261517,0.197023388,0.030191354,,-0.014969527,-0.005860731,0.001234517,0.018094388,0.001501354,,0.00058962
许昌市,0.714184498,0.035850928,0.020830381,0.200368429,0.028765764,,-0.014888502,-0.007430072,0.000803381,0.021439429,7.57645E-05,,0.000737174
题目,0.707728303,0.045889789,0.017378328,0.197824963,0.031178617,,-0.021344697,0.002608789,-0.002648672,0.018895963,0.002488617,,0.000832668
漯河市,0.740932642,0.037046632,0,0.174352332,0.047668394,,0.011859642,-0.006234368,-0.020027,-0.004576668,0.018978394,,0.000961725
漯河市,0.736705577,0.031387808,0,0.184435798,0.047470817,,0.007632577,-0.011893192,-0.020027,0.005506798,0.018780817,,0.000983829
漯河市,0.735011679,0.031144563,0,0.186607838,0.04723592,,0.005938679,-0.012136437,-0.020027,0.007678838,0.01854592,,0.000986557
漯河市,0.740932642,0.033160622,0,0.178238342,0.047668394,,0.011859642,-0.010120378,-0.020027,-0.000690658,0.018978394,,0.00100481
漯河市,0.739051568,0.031614408,0,0.181653278,0.047680746,,0.009978568,-0.011666592,-0.020027,0.002724278,0.018990746,,0.001004832
漯河市,0.740414508,0.031865285,0,0.180051813,0.047668394,,0.011341508,-0.011415715,-0.020027,0.001122813,0.018978394,,0.001021469
漯河市,0.742169298,0.033393735,0,0.176805592,0.047631375,,0.013096298,-0.009887265,-0.020027,-0.002123408,0.018941375,,0.001033636
漯河市,0.739107884,0.026711618,0,0.187759336,0.046421162,,0.010034884,-0.016569382,-0.020027,0.008830336,0.017731162,,0.001168693
题目,0.703465662,0.046602798,0.016794726,0.201726992,0.031409823,,-0.025607338,0.003321798,-0.003232274,0.022797992,0.002719823,,0.001204364
鹤壁市,0.711649366,0.061514802,0.01230296,0.165705498,0.048827374,,-0.017423634,0.018233802,-0.00772404,-0.013223502,0.020137374,,0.00127609
鹤壁市,0.717140661,0.061491161,0.012682552,0.159877018,0.048808609,,-0.011932339,0.018210161,-0.007344448,-0.019051982,0.020118609,,0.001295668
周口市,0.741539175,0.037552156,0.000115902,0.167709782,0.053082986,,0.012466175,-0.005728844,-0.019911098,-0.011219218,0.024392986,,0.001305566
鹤壁市,0.706651288,0.060745867,0.01230296,0.171472511,0.048827374,,-0.022421712,0.017464867,-0.00772404,-0.007456489,0.020137374,,0.001328529
周口市,0.744334319,0.034660639,0.000115922,0.168550397,0.052338724,,0.015261319,-0.008620361,-0.019911078,-0.010378603,0.023648724,,0.001370647
周口市,0.742555903,0.037828757,0.000115861,0.166261152,0.053238327,,0.013482903,-0.005452243,-0.019911139,-0.012667848,0.024548327,,0.001371064
鹤壁市,0.702962678,0.060792613,0.012312428,0.175067334,0.048864948,,-0.026110322,0.017511613,-0.007714572,-0.003861666,0.020174948,,0.001469861
周口市,0.743616467,0.038040646,0.000115801,0.164379596,0.05384749,,0.014543467,-0.005240354,-0.019911199,-0.014549404,0.02515749,,0.001480014
周口市,0.744574967,0.0380765,0.000115734,0.163127134,0.054105665,,0.015501967,-0.0052045,-0.019911266,-0.015801866,0.025415665,,0.001559511
题目,0.699209964,0.047314642,0.016212133,0.205623599,0.031639662,,-0.029863036,0.004033642,-0.003814867,0.026694599,0.002949662,,0.001643927
周口市,0.745862747,0.038537206,0.000115727,0.161323921,0.054160398,,0.016789747,-0.004743794,-0.019911273,-0.017605079,0.025470398,,0.001659538
周口市,0.746991437,0.038764175,0.000115714,0.159916686,0.054211988,,0.017918437,-0.004516825,-0.019911286,-0.019012314,0.025521988,,0.001750771
鹤壁市,0.697109827,0.05973025,0.012331407,0.181888247,0.04894027,,-0.031963173,0.01644925,-0.007695593,0.002959247,0.02025027,,0.001770275
周口市,0.748076589,0.038815295,0.000115694,0.158789842,0.05420258,,0.019003589,-0.004465705,-0.019911306,-0.020139158,0.02551258,,0.001834016
菏泽市,0.71638353,0.048200403,0.002303484,0.168442269,0.064670314,,-0.01268947,0.004919403,-0.017723516,-0.010486731,0.035980314,,0.001903901
衡水市,0.724580623,0.037144813,0.011554262,0.159619993,0.067100308,,-0.004492377,-0.006136187,-0.008472738,-0.019309007,0.038410308,,0.001977811
菏泽市,0.716423925,0.048932128,0.002360256,0.166657072,0.065626619,,-0.012649075,0.005651128,-0.017666744,-0.012271928,0.036936619,,0.002018962
菏泽市,0.717368785,0.049205801,0.002417127,0.165343002,0.065665285,,-0.011704215,0.005924801,-0.017609873,-0.013585998,0.036975285,,0.002033951
鹤壁市,0.693853885,0.059528411,0.010050251,0.189795129,0.046772323,,-0.035219115,0.016247411,-0.009976749,0.010866129,0.018082323,,0.002048943
衡水市,0.725023543,0.037411181,0.011899666,0.158034415,0.067631196,,-0.004049457,-0.005869819,-0.008127334,-0.020894585,0.038941196,,0.002069907
菏泽市,0.717622691,0.049651919,0.002416432,0.164317358,0.0659916,,-0.011450309,0.006370919,-0.017610568,-0.014611642,0.0373016,,0.00208674
衡水市,0.72608137,0.037687366,0.012077088,0.15640257,0.067751606,,-0.00299163,-0.005593634,-0.007949912,-0.02252643,0.039061606,,0.002136689
菏泽市,0.717563837,0.050149528,0.00247297,0.163446055,0.06636761,,-0.011509163,0.006868528,-0.01755403,-0.015482945,0.03767761,,0.002147105
鹤壁市,0.692664093,0.059073359,0.00965251,0.193822394,0.044787645,,-0.036408907,0.015792359,-0.01037449,0.014893394,0.016097645,,0.002163585
鹤壁市,0.691772885,0.059482426,0.012359985,0.187717265,0.048667439,,-0.037300115,0.016201426,-0.007667015,0.008788265,0.019977439,,0.0021889
菏泽市,0.717753998,0.050914739,0.002531354,0.162121735,0.066678173,,-0.011319002,0.007633739,-0.017495646,-0.016807265,0.037988173,,0.002218077
衡水市,0.727179312,0.037934578,0.01241651,0.154307244,0.068162357,,-0.001893688,-0.005346422,-0.00761049,-0.024621756,0.039472357,,0.002254388
菏泽市,0.717513799,0.051805428,0.002817387,0.160763569,0.067099816,,-0.011559201,0.008524428,-0.017209613,-0.018165431,0.038409816,,0.002307749
衡水市,0.727895232,0.038175126,0.012667979,0.152871694,0.068389968,,-0.001177768,-0.005105874,-0.007359021,-0.026057306,0.039699968,,0.002336683
菏泽市,0.718309859,0.052601322,0.002874389,0.15901121,0.067203219,,-0.010763141,0.009320322,-0.017152611,-0.01991779,0.038513219,,0.002376912
衡水市,0.728945567,0.038343033,0.012838069,0.151403629,0.068469702,,-0.000127433,-0.004937967,-0.007188931,-0.027525371,0.039779702,,0.002416151
衡水市,0.729676536,0.038507616,0.012921444,0.150350847,0.068543556,,0.000603536,-0.004773384,-0.007105556,-0.028578153,0.039853556,,0.002478655
开封市,0.702362205,0.064904387,0.000899888,0.171541057,0.060292463,,-0.026710795,0.021623387,-0.019127112,-0.007387943,0.031602463,,0.002600181
衡水市,0.731552816,0.039034412,0.013097072,0.147406266,0.068909433,,0.002479816,-0.004246588,-0.006929928,-0.031522734,0.040219433,,0.002683492
聊城市,0.698063453,0.06658426,0.001565719,0.174618871,0.059167697,,-0.031009547,0.02330326,-0.018461281,-0.004310129,0.030477697,,0.00279292
商丘市,0.694103033,0.071848849,0.00019613,0.187630753,0.046221234,,-0.034969967,0.028567849,-0.01983087,0.008701753,0.017531234,,0.002815349
聊城市,0.697965571,0.067210279,0.001647311,0.174038382,0.059138456,,-0.031107429,0.023929279,-0.018379689,-0.004890618,0.030448456,,0.002829122
聊城市,0.698228265,0.068232386,0.001648125,0.172641121,0.059250103,,-0.030844735,0.024951386,-0.018378875,-0.006287879,0.030560103,,0.00288521
商丘市,0.69417222,0.075591271,0.000196002,0.182542794,0.047497713,,-0.03490078,0.032310271,-0.019830998,0.003613794,0.018807713,,0.003022076
聊城市,0.698007575,0.07014655,0.001646633,0.170838136,0.059361107,,-0.031065425,0.02686555,-0.018380367,-0.008090864,0.030671107,,0.003030835
商丘市,0.694654992,0.075927862,0.000196027,0.180802405,0.048418714,,-0.034418008,0.032646862,-0.019830973,0.001873405,0.019728714,,0.003036416
商丘市,0.693479825,0.075273036,0.000196194,0.184095219,0.046955726,,-0.035593175,0.031992036,-0.019830806,0.005166219,0.018265726,,0.003043952
商丘市,0.692358021,0.0750458,0.000196284,0.185618948,0.046780947,,-0.036714979,0.0317648,-0.019830716,0.006689948,0.018090947,,0.003122287
商丘市,0.69443719,0.076586576,0.000261165,0.178832593,0.049882476,,-0.03463581,0.033305576,-0.019765835,-9.64066E-05,0.021192476,,0.003148719
